,Airline,Source,Destination,Additional_Info,Total_Stops,Price,Part_of_day_Arrival,Part_of_day_Dep
7110,Vistara,Kolkata,Banglore,No info,1 stop,8820,Evening,Early morning
7111,Air India,Kolkata,Banglore,No info,1 stop,7742,Early afternoon,Morning
7112,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Evening
7113,Air India,Banglore,New Delhi,No info,non-stop,7591,Morning,Early morning
7114,Air India,Kolkata,Banglore,No info,non-stop,5510,Late afternoon,Early afternoon
7115,IndiGo,Mumbai,Hyderabad,No info,non-stop,3175,Evening,Late afternoon
7116,Multiple carriers,Delhi,Cochin,No info,1 stop,13587,Night,Early afternoon
7117,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Morning,Evening
7118,Multiple carriers,Delhi,Cochin,No info,1 stop,14067,Night,Morning
7119,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Evening,Evening
7120,Multiple carriers,Delhi,Cochin,No info,1 stop,7198,Mid-night,Early afternoon
7121,Jet Airways,Kolkata,Banglore,No info,1 stop,14231,Evening,Late afternoon
7122,SpiceJet,Mumbai,Hyderabad,No info,non-stop,2227,Mid-night,Night
7123,Jet Airways,Kolkata,Banglore,No info,1 stop,14388,Morning,Late afternoon
7124,Jet Airways,Banglore,New Delhi,No info,1 stop,12284,Morning,Early morning
7125,IndiGo,Delhi,Cochin,No info,1 stop,5636,Morning,Early morning
7126,IndiGo,Mumbai,Hyderabad,No info,non-stop,4575,Early morning,Mid-night
7127,Other,Delhi,Cochin,No info,1 stop,11269,Late afternoon,Early morning
7128,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Early morning,Late afternoon
7129,Air India,Delhi,Cochin,No info,1 stop,8991,Morning,Early afternoon
7130,Jet Airways,Kolkata,Banglore,No info,1 stop,12121,Night,Evening
7131,Jet Airways,Kolkata,Banglore,No info,1 stop,11467,Morning,Evening
7132,Multiple carriers,Delhi,Cochin,No info,1 stop,10529,Evening,Early morning
7133,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,13502,Mid-night,Late morning
7134,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
7135,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,11087,Evening,Evening
7136,IndiGo,Delhi,Cochin,No info,non-stop,5406,Evening,Early afternoon
7137,Jet Airways,Kolkata,Banglore,No info,1 stop,14231,Evening,Early afternoon
7138,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Evening,Early afternoon
7139,IndiGo,Chennai,Kolkata,No info,non-stop,3540,Early morning,Early morning
7140,Air India,Kolkata,Banglore,No info,1 stop,7662,Night,Late afternoon
7141,SpiceJet,Banglore,Delhi,No info,non-stop,4423,Mid-night,Night
7142,Multiple carriers,Delhi,Cochin,In-flight meal not included,2 stops,5935,Night,Early morning
7143,Multiple carriers,Delhi,Cochin,No info,1 stop,9103,Evening,Early morning
7144,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9899,Evening,Early morning
7145,IndiGo,Delhi,Cochin,No info,1 stop,6794,Night,Morning
7146,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Night,Evening
7147,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,6478,Late morning,Morning
7148,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9314,Early afternoon,Morning
7149,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Evening,Evening
7150,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Evening
7151,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Late afternoon,Early afternoon
7152,Multiple carriers,Delhi,Cochin,No info,1 stop,6795,Mid-night,Morning
7153,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12373,Evening,Early afternoon
7154,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Morning
7155,IndiGo,Banglore,New Delhi,No info,non-stop,7648,Early afternoon,Morning
7156,IndiGo,Banglore,Delhi,No info,non-stop,4823,Night,Evening
7157,IndiGo,Mumbai,Hyderabad,No info,non-stop,5755,Morning,Morning
7158,Air Asia,Kolkata,Banglore,No info,1 stop,6857,Morning,Early morning
7159,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Morning,Morning
7160,Vistara,Banglore,New Delhi,No info,non-stop,5403,Morning,Early morning
7161,Jet Airways,Kolkata,Banglore,No info,1 stop,14388,Morning,Early afternoon
7162,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Late afternoon,Morning
7163,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,11848,Early morning,Evening
7164,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Early morning,Late afternoon
7165,Jet Airways,Delhi,Cochin,No info,1 stop,12767,Early morning,Morning
7166,GoAir,Delhi,Cochin,No info,1 stop,6591,Morning,Early morning
7167,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Morning,Early morning
7168,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Morning,Early morning
7169,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Evening,Late afternoon
7170,Air India,Kolkata,Banglore,No info,non-stop,5510,Late afternoon,Early afternoon
7171,IndiGo,Banglore,New Delhi,No info,non-stop,5694,Mid-night,Night
7172,Multiple carriers,Delhi,Cochin,No info,1 stop,12192,Evening,Early morning
7173,IndiGo,Delhi,Cochin,No info,1 stop,5058,Mid-night,Evening
7174,IndiGo,Chennai,Kolkata,No info,non-stop,7295,Late afternoon,Early afternoon
7175,Vistara,Banglore,New Delhi,No info,non-stop,11913,Evening,Late afternoon
7176,Jet Airways,Kolkata,Banglore,No info,1 stop,13584,Morning,Evening
7177,IndiGo,Chennai,Kolkata,No info,non-stop,3597,Late afternoon,Early afternoon
7178,IndiGo,Kolkata,Banglore,No info,1 stop,4226,Morning,Early morning
7179,Vistara,Banglore,Delhi,No info,non-stop,5613,Night,Night
7180,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Morning,Morning
7181,Air India,Kolkata,Banglore,No info,2 stops,12723,Morning,Early morning
7182,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,9732,Evening,Late morning
7183,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,4439,Late morning,Morning
7184,IndiGo,Delhi,Cochin,No info,non-stop,6015,Evening,Early afternoon
7185,Air Asia,Delhi,Cochin,No info,1 stop,8759,Late afternoon,Early morning
7186,IndiGo,Kolkata,Banglore,No info,non-stop,4778,Morning,Early morning
7187,Multiple carriers,Delhi,Cochin,No info,1 stop,13377,Mid-night,Morning
7188,Vistara,Kolkata,Banglore,No info,1 stop,8820,Evening,Evening
7189,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10577,Early morning,Late afternoon
7190,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Evening,Late morning
7191,Multiple carriers,Delhi,Cochin,No info,2 stops,11560,Night,Early afternoon
7192,Air India,Kolkata,Banglore,No info,1 stop,11936,Late afternoon,Early morning
7193,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7064,Night,Morning
7194,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Mid-night
7195,Air India,Delhi,Cochin,No info,1 stop,8991,Morning,Evening
7196,Air India,Kolkata,Banglore,No info,1 stop,5006,Early afternoon,Early afternoon
7197,Air India,Banglore,New Delhi,No info,1 stop,9029,Morning,Early morning
7198,SpiceJet,Chennai,Kolkata,No info,non-stop,3597,Evening,Evening
7199,Multiple carriers,Delhi,Cochin,No info,1 stop,7677,Evening,Morning
7200,Air India,Kolkata,Banglore,No info,non-stop,5747,Late afternoon,Early afternoon
7201,Air India,Banglore,New Delhi,No info,1 stop,6781,Morning,Morning
7202,IndiGo,Chennai,Kolkata,No info,non-stop,6297,Early afternoon,Late morning
7203,Air India,Delhi,Cochin,No info,2 stops,9968,Evening,Late afternoon
7204,Air India,Kolkata,Banglore,No info,1 stop,10203,Late afternoon,Evening
7205,Multiple carriers,Delhi,Cochin,No info,1 stop,12524,Evening,Late morning
7206,Jet Airways,Delhi,Cochin,No info,1 stop,16079,Evening,Early afternoon
7207,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Morning,Morning
7208,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Late morning
7209,Air India,Mumbai,Hyderabad,No info,2 stops,17327,Late afternoon,Night
7210,SpiceJet,Banglore,Delhi,No info,non-stop,4423,Morning,Early morning
7211,Jet Airways,Delhi,Cochin,No info,2 stops,13376,Morning,Early afternoon
7212,Air Asia,Kolkata,Banglore,No info,non-stop,5964,Night,Evening
7213,Air India,Banglore,New Delhi,No info,non-stop,7801,Morning,Morning
7214,IndiGo,Delhi,Cochin,No info,non-stop,7673,Mid-night,Night
7215,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,non-stop,4995,Late morning,Morning
7216,Air India,Kolkata,Banglore,No info,2 stops,10151,Early morning,Morning
7217,Vistara,Banglore,New Delhi,No info,non-stop,5613,Evening,Late afternoon
7218,Jet Airways,Delhi,Cochin,No info,2 stops,15129,Evening,Night
7219,Air India,Delhi,Cochin,No info,2 stops,14431,Early morning,Early morning
7220,Air India,Delhi,Cochin,No info,2 stops,9347,Morning,Early morning
7221,Jet Airways,Kolkata,Banglore,No info,1 stop,14571,Night,Late afternoon
7222,Jet Airways,Kolkata,Banglore,No info,1 stop,13759,Night,Evening
7223,Jet Airways,Delhi,Cochin,No info,2 stops,10929,Early morning,Evening
7224,Air Asia,Kolkata,Banglore,No info,non-stop,4409,Mid-night,Night
7225,GoAir,Delhi,Cochin,No info,1 stop,19495,Evening,Early afternoon
7226,SpiceJet,Banglore,Delhi,No info,non-stop,3971,Morning,Early morning
7227,SpiceJet,Kolkata,Banglore,No info,non-stop,3873,Morning,Early morning
7228,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7229,Night,Evening
7229,SpiceJet,Banglore,Delhi,No check-in baggage included,non-stop,3919,Morning,Morning
7230,SpiceJet,Kolkata,Banglore,No info,1 stop,8479,Evening,Late morning
7231,Multiple carriers,Delhi,Cochin,No info,1 stop,11789,Evening,Morning
7232,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Evening,Evening
7233,Jet Airways,Delhi,Cochin,No info,2 stops,13014,Evening,Early morning
7234,Air Asia,Kolkata,Banglore,No info,1 stop,5192,Morning,Night
7235,SpiceJet,Banglore,Delhi,No info,non-stop,4991,Morning,Morning
7236,Air India,Banglore,New Delhi,No info,1 stop,6010,Night,Night
7237,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Early afternoon
7238,Vistara,Kolkata,Banglore,No info,1 stop,8610,Evening,Evening
7239,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Early afternoon
7240,Air Asia,Delhi,Cochin,No info,1 stop,6451,Early morning,Evening
7241,Jet Airways,Kolkata,Banglore,No info,1 stop,13067,Evening,Evening
7242,Multiple carriers,Delhi,Cochin,No info,2 stops,6128,Night,Early morning
7243,Air India,Banglore,Delhi,No info,non-stop,6121,Evening,Evening
7244,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,4544,Evening,Late afternoon
7245,SpiceJet,Kolkata,Banglore,No info,non-stop,4174,Late morning,Morning
7246,SpiceJet,Banglore,New Delhi,No check-in baggage included,non-stop,5469,Night,Evening
7247,Jet Airways,Kolkata,Banglore,No info,1 stop,14388,Morning,Early afternoon
7248,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,13843,Early morning,Night
7249,Air Asia,Kolkata,Banglore,No info,1 stop,6785,Evening,Early morning
7250,Multiple carriers,Delhi,Cochin,No info,1 stop,15077,Evening,Early morning
7251,Multiple carriers,Delhi,Cochin,No info,1 stop,7408,Mid-night,Evening
7252,Multiple carriers,Delhi,Cochin,No info,1 stop,12192,Morning,Mid-night
7253,IndiGo,Mumbai,Hyderabad,No info,non-stop,2227,Night,Night
7254,Air India,Banglore,New Delhi,No info,1 stop,14069,Night,Early morning
7255,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,15103,Evening,Early afternoon
7256,IndiGo,Chennai,Kolkata,No info,non-stop,3597,Late afternoon,Early afternoon
7257,GoAir,Banglore,Delhi,No info,non-stop,5048,Morning,Early morning
7258,Air India,Kolkata,Banglore,No info,2 stops,12639,Early morning,Morning
7259,Multiple carriers,Delhi,Cochin,No info,1 stop,7354,Evening,Morning
7260,IndiGo,Delhi,Cochin,No info,1 stop,5073,Morning,Early morning
7261,Jet Airways,Kolkata,Banglore,No info,1 stop,10953,Morning,Evening
7262,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,7791,Evening,Morning
7263,Jet Airways,Delhi,Cochin,No info,2 stops,13292,Early morning,Morning
7264,IndiGo,Banglore,Delhi,No info,non-stop,4823,Late morning,Morning
7265,IndiGo,Mumbai,Hyderabad,No info,non-stop,4784,Night,Night
7266,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,6542,Evening,Early afternoon
7267,Jet Airways,Banglore,New Delhi,No info,1 stop,19225,Late afternoon,Morning
7268,IndiGo,Delhi,Cochin,No info,1 stop,6206,Mid-night,Evening
7269,IndiGo,Mumbai,Hyderabad,No info,non-stop,12475,Early afternoon,Morning
7270,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early morning,Early morning
7271,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Evening
7272,IndiGo,Delhi,Cochin,No info,1 stop,6316,Mid-night,Late afternoon
7273,Air India,Kolkata,Banglore,No info,2 stops,9258,Night,Morning
7274,IndiGo,Delhi,Cochin,No info,1 stop,6979,Night,Late morning
7275,Multiple carriers,Delhi,Cochin,No info,1 stop,9526,Evening,Early morning
7276,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Early morning
7277,IndiGo,Kolkata,Banglore,No info,non-stop,4148,Night,Evening
7278,Multiple carriers,Delhi,Cochin,No info,1 stop,8073,Mid-night,Evening
7279,Air India,Kolkata,Banglore,No info,2 stops,6117,Early morning,Morning
7280,Multiple carriers,Delhi,Cochin,No info,1 stop,16863,Mid-night,Evening
7281,IndiGo,Delhi,Cochin,No info,1 stop,5073,Mid-night,Evening
7282,Multiple carriers,Delhi,Cochin,No info,1 stop,9646,Late afternoon,Morning
7283,Air India,Banglore,Delhi,No info,non-stop,5228,Morning,Morning
7284,Jet Airways,Kolkata,Banglore,No info,1 stop,13584,Evening,Evening
7285,SpiceJet,Banglore,Delhi,No info,non-stop,3625,Morning,Early morning
7286,Air India,Delhi,Cochin,No info,2 stops,13547,Early morning,Early afternoon
7287,SpiceJet,Delhi,Cochin,No check-in baggage included,1 stop,5726,Early afternoon,Morning
7288,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,13502,Early morning,Early afternoon
7289,Vistara,Banglore,Delhi,No info,non-stop,4668,Morning,Morning
7290,Multiple carriers,Delhi,Cochin,No info,1 stop,9424,Mid-night,Evening
7291,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,9930,Night,Early morning
7292,Jet Airways,Banglore,New Delhi,No info,1 stop,26890,Mid-night,Late afternoon
7293,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Evening,Late afternoon
7294,Air India,Banglore,Delhi,No info,non-stop,5228,Morning,Early morning
7295,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9899,Morning,Early morning
7296,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Evening,Early afternoon
7297,Multiple carriers,Delhi,Cochin,No info,1 stop,7198,Mid-night,Early afternoon
7298,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Evening,Evening
7299,IndiGo,Delhi,Cochin,No info,1 stop,6206,Mid-night,Morning
7300,Air India,Delhi,Cochin,No info,1 stop,8372,Evening,Morning
7301,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,5198,Late morning,Morning
7302,Jet Airways,Kolkata,Banglore,No info,1 stop,14178,Early morning,Early afternoon
7303,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Early afternoon
7304,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Morning,Early morning
7305,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Morning,Early morning
7306,Air India,Kolkata,Banglore,No info,1 stop,10203,Evening,Early morning
7307,Multiple carriers,Delhi,Cochin,No info,1 stop,14067,Mid-night,Late afternoon
7308,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,non-stop,4995,Late morning,Morning
7309,Air India,Kolkata,Banglore,No info,2 stops,13033,Mid-night,Early morning
7310,Jet Airways,Delhi,Cochin,No info,1 stop,15554,Evening,Morning
7311,SpiceJet,Kolkata,Banglore,No info,1 stop,7804,Night,Late afternoon
7312,Multiple carriers,Delhi,Cochin,No info,1 stop,9508,Mid-night,Morning
7313,Multiple carriers,Delhi,Cochin,No info,1 stop,7198,Mid-night,Early afternoon
7314,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10577,Evening,Morning
7315,Air India,Delhi,Cochin,No info,2 stops,9706,Early morning,Morning
7316,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10031,Early morning,Morning
7317,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,7308,Mid-night,Evening
7318,IndiGo,Banglore,New Delhi,No info,1 stop,6208,Morning,Early morning
7319,Jet Airways,Delhi,Cochin,No info,1 stop,17234,Early morning,Evening
7320,Air India,Mumbai,Hyderabad,No info,non-stop,2575,Late afternoon,Early afternoon
7321,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
7322,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Night,Night
7323,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,5963,Evening,Late afternoon
7324,Multiple carriers,Delhi,Cochin,No info,1 stop,7618,Night,Early morning
7325,Multiple carriers,Delhi,Cochin,No info,1 stop,7155,Evening,Early morning
7326,Multiple carriers,Delhi,Cochin,No info,2 stops,18275,Mid-night,Evening
7327,Air India,Delhi,Cochin,No info,1 stop,15407,Early morning,Early morning
7328,Air India,Banglore,Delhi,No info,non-stop,6961,Morning,Early morning
7329,Air Asia,Banglore,New Delhi,No info,non-stop,4482,Mid-night,Night
7330,IndiGo,Delhi,Cochin,No info,1 stop,7318,Mid-night,Morning
7331,Jet Airways,Kolkata,Banglore,No info,1 stop,12681,Evening,Evening
7332,Air India,Kolkata,Banglore,No info,2 stops,10697,Early morning,Morning
7333,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Early morning,Early morning
7334,Jet Airways,Banglore,New Delhi,No info,1 stop,17261,Morning,Morning
7335,IndiGo,Chennai,Kolkata,No info,non-stop,3850,Morning,Early morning
7336,Jet Airways,Kolkata,Banglore,No info,1 stop,14571,Morning,Evening
7337,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Night,Early afternoon
7338,Jet Airways,Kolkata,Banglore,No info,1 stop,13941,Late afternoon,Morning
7339,SpiceJet,Banglore,Delhi,No check-in baggage included,non-stop,3573,Morning,Early morning
7340,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7851,Late afternoon,Morning
7341,IndiGo,Banglore,New Delhi,No info,non-stop,4377,Mid-night,Night
7342,Multiple carriers,Delhi,Cochin,No info,1 stop,12717,Evening,Morning
7343,SpiceJet,Banglore,Delhi,No info,non-stop,4423,Morning,Morning
7344,SpiceJet,Kolkata,Banglore,No info,non-stop,5515,Mid-night,Night
7345,Jet Airways,Delhi,Cochin,No info,1 stop,14714,Evening,Early afternoon
7346,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Evening
7347,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Evening
7348,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Evening,Late afternoon
7349,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Evening,Late afternoon
7350,IndiGo,Banglore,Delhi,No info,non-stop,3419,Mid-night,Mid-night
7351,IndiGo,Chennai,Kolkata,No info,non-stop,5277,Mid-night,Night
7352,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Early morning,Early morning
7353,Vistara,Kolkata,Banglore,No info,1 stop,14360,Night,Evening
7354,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7341,Night,Evening
7355,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early morning,Early morning
7356,Air India,Delhi,Cochin,No info,1 stop,8372,Evening,Morning
